"","abortion","state","eth","male","age","educ","party"
"20930",1,"NJ","White",0.5,"30-39","4-Year College","Republican"
"20931",0,"MI","White",0.5,"30-39","4-Year College","Democrat"
"20932",1,"FL","White",-0.5,"50-59","HS","Democrat"
"20933",0,"VA","White",0.5,"30-39","4-Year College","Independent"
"20934",1,"CA","White",-0.5,"60-69","HS","Republican"
"20935",1,"OK","Black",0.5,"30-39","4-Year College","Independent"
"20936",1,"IL","White",-0.5,"30-39","No HS","Independent"
"20937",0,"FL","White",-0.5,"70+","HS","Democrat"
"20938",1,"GA","White",0.5,"40-49","HS","Republican"
"20939",0,"CA","Hispanic",-0.5,"18-29","Some college","Democrat"
"20940",0,"MN","White",0.5,"30-39","Post-grad","Democrat"
"20941",1,"WI","White",-0.5,"40-49","Some college","Republican"
"20942",0,"VA","White",0.5,"70+","HS","Independent"
"20943",0,"AZ","Hispanic",0.5,"70+","Some college","Independent"
"20944",1,"OH","White",0.5,"40-49","No HS","Independent"
"20945",0,"NJ","Hispanic",0.5,"50-59","4-Year College","Independent"
"20946",1,"OR","White",-0.5,"50-59","HS","Republican"
"20947",1,"FL","White",-0.5,"60-69","HS","Republican"
"20948",0,"MO","White",-0.5,"18-29","4-Year College","Democrat"
"20949",0,"NJ","White",-0.5,"30-39","Post-grad","Democrat"
"20950",0,"MO","White",-0.5,"18-29","Some college","Republican"
"20951",1,"TX","White",-0.5,"30-39","Some college","Republican"
"20952",1,"PA","White",-0.5,"18-29","4-Year College","Democrat"
"20953",1,"TX","White",0.5,"40-49","4-Year College","Democrat"
"20954",1,"OH","White",0.5,"40-49","Some college","Independent"
"20955",1,"FL","White",-0.5,"70+","Some college","Republican"
"20956",0,"NV","White",-0.5,"40-49","Post-grad","Democrat"
"20957",0,"MA","White",-0.5,"50-59","Some college","Independent"
"20958",0,"FL","White",-0.5,"50-59","Some college","Democrat"
"20959",0,"OR","White",0.5,"70+","Post-grad","Democrat"
"20960",1,"AL","White",-0.5,"60-69","4-Year College","Republican"
"20961",0,"WI","White",-0.5,"18-29","HS","Democrat"
"20962",0,"MS","Black",-0.5,"30-39","HS","Republican"
"20963",0,"NC","White",-0.5,"60-69","Some college","Democrat"
"20964",0,"VA","Other",-0.5,"30-39","4-Year College","Independent"
"20965",0,"AL","Black",-0.5,"30-39","Some college","Democrat"
"20966",0,"OK","White",0.5,"30-39","HS","Republican"
"20967",0,"MO","White",-0.5,"18-29","HS","Democrat"
"20968",0,"OR","Hispanic",-0.5,"70+","Post-grad","Democrat"
"20969",1,"IL","White",-0.5,"60-69","No HS","Independent"
"20970",0,"GA","White",0.5,"40-49","Some college","Independent"
"20971",0,"CT","Other",-0.5,"30-39","4-Year College","Independent"
"20972",0,"KY","White",0.5,"40-49","HS","Republican"
"20973",0,"IA","White",0.5,"18-29","Some college","Independent"
"20974",0,"KY","White",-0.5,"60-69","HS","Democrat"
"20975",0,"GA","Black",-0.5,"30-39","4-Year College","Democrat"
"20976",0,"NY","White",-0.5,"30-39","Some college","Independent"
"20977",1,"TX","Hispanic",0.5,"40-49","4-Year College","Democrat"
"20978",1,"IN","Other",-0.5,"60-69","Post-grad","Republican"
"20979",0,"MO","White",-0.5,"70+","HS","Democrat"
"20980",0,"CO","White",-0.5,"18-29","4-Year College","Independent"
"20981",0,"VA","White",0.5,"30-39","4-Year College","Independent"
"20982",1,"NY","White",-0.5,"70+","HS","Republican"
"20983",0,"GA","White",-0.5,"18-29","Some college","Independent"
"20984",0,"AL","White",0.5,"30-39","4-Year College","Independent"
"20985",1,"MI","White",0.5,"40-49","HS","Democrat"
"20986",1,"NY","White",-0.5,"70+","HS","Republican"
"20987",0,"OR","White",-0.5,"40-49","Post-grad","Democrat"
"20988",0,"CA","White",-0.5,"18-29","4-Year College","Democrat"
"20989",1,"MO","Other",0.5,"30-39","4-Year College","Independent"
"20990",0,"NC","White",0.5,"70+","HS","Republican"
"20991",1,"WA","White",-0.5,"18-29","Some college","Republican"
"20992",1,"UT","White",-0.5,"60-69","HS","Democrat"
"20993",0,"NY","White",-0.5,"30-39","HS","Republican"
"20994",1,"FL","White",-0.5,"60-69","HS","Independent"
"20995",0,"PA","White",-0.5,"40-49","Some college","Independent"
"20996",1,"OH","White",0.5,"70+","HS","Democrat"
"20997",0,"AZ","White",0.5,"50-59","No HS","Democrat"
"20998",1,"AR","Black",0.5,"50-59","Some college","Democrat"
"20999",1,"CA","Black",0.5,"50-59","4-Year College","Independent"
"21000",0,"OR","White",-0.5,"60-69","HS","Democrat"
"21001",1,"OK","White",-0.5,"70+","HS","Republican"
"21002",0,"ND","White",-0.5,"40-49","Post-grad","Democrat"
"21003",1,"FL","Other",0.5,"50-59","HS","Independent"
"21004",0,"NC","White",-0.5,"70+","No HS","Democrat"
"21005",1,"CO","White",-0.5,"30-39","Post-grad","Democrat"
"21006",1,"CO","Hispanic",0.5,"18-29","4-Year College","Republican"
"21007",1,"KS","Other",0.5,"50-59","4-Year College","Independent"
"21008",0,"CO","White",-0.5,"30-39","4-Year College","Democrat"
"21009",0,"CO","White",-0.5,"30-39","HS","Independent"
"21010",1,"AR","White",-0.5,"18-29","HS","Independent"
"21011",1,"TN","Hispanic",-0.5,"30-39","Some college","Independent"
"21012",1,"LA","White",-0.5,"30-39","Some college","Independent"
"21013",0,"NC","Black",-0.5,"18-29","No HS","Democrat"
"21014",1,"AL","White",-0.5,"30-39","Some college","Republican"
"21015",1,"AZ","White",-0.5,"30-39","4-Year College","Independent"
"21016",0,"WA","White",-0.5,"60-69","No HS","Independent"
"21017",1,"AR","White",-0.5,"30-39","4-Year College","Republican"
"21018",1,"TX","White",0.5,"30-39","4-Year College","Republican"
"21019",1,"TX","Other",-0.5,"50-59","Post-grad","Republican"
"21020",1,"IA","Black",0.5,"70+","HS","Democrat"
"21021",0,"OH","White",-0.5,"30-39","Post-grad","Independent"
"21022",0,"NY","White",-0.5,"30-39","Some college","Democrat"
"21023",0,"MA","Other",0.5,"40-49","Post-grad","Democrat"
"21024",0,"MA","Other",-0.5,"40-49","Post-grad","Democrat"
"21025",0,"NC","White",-0.5,"30-39","4-Year College","Independent"
"21026",0,"VA","White",-0.5,"30-39","Post-grad","Democrat"
"21027",1,"OH","White",0.5,"60-69","HS","Republican"
"21028",0,"FL","White",-0.5,"70+","HS","Democrat"
"21029",0,"CA","White",0.5,"30-39","Post-grad","Democrat"
"21030",0,"MA","White",-0.5,"50-59","HS","Republican"
"21031",1,"WI","White",-0.5,"18-29","Some college","Independent"
"21032",0,"MN","White",-0.5,"30-39","HS","Independent"
"21033",0,"CA","White",0.5,"18-29","HS","Independent"
"21034",1,"CA","White",0.5,"18-29","Some college","Independent"
"21035",1,"AL","White",-0.5,"18-29","HS","Republican"
"21036",0,"FL","White",0.5,"70+","HS","Republican"
"21037",1,"IA","White",0.5,"30-39","Post-grad","Republican"
"21038",1,"SC","White",-0.5,"60-69","HS","Republican"
"21039",0,"NJ","White",-0.5,"60-69","HS","Republican"
"21040",0,"PA","White",0.5,"60-69","No HS","Republican"
"21041",0,"NY","White",-0.5,"40-49","HS","Independent"
"21042",0,"MD","White",-0.5,"70+","No HS","Republican"
"21043",1,"OH","Black",0.5,"30-39","4-Year College","Democrat"
"21044",1,"MD","Black",-0.5,"50-59","Some college","Democrat"
"21045",1,"IL","White",-0.5,"30-39","Post-grad","Republican"
"21046",0,"NE","White",0.5,"18-29","4-Year College","Democrat"
"21047",0,"PA","Other",0.5,"30-39","Post-grad","Democrat"
"21048",0,"NJ","White",0.5,"30-39","4-Year College","Independent"
"21049",1,"FL","White",0.5,"40-49","4-Year College","Republican"
"21050",1,"WA","White",0.5,"70+","Post-grad","Democrat"
"21051",0,"NH","Other",0.5,"60-69","Post-grad","Independent"
"21052",1,"VA","Other",-0.5,"50-59","Some college","Republican"
"21053",1,"GA","Hispanic",-0.5,"30-39","No HS","Independent"
"21054",1,"TX","White",0.5,"60-69","HS","Independent"
"21055",1,"KY","White",-0.5,"30-39","HS","Independent"
"21056",0,"VA","Other",-0.5,"50-59","Post-grad","Independent"
"21057",1,"CO","White",-0.5,"18-29","HS","Republican"
"21058",0,"OH","White",0.5,"40-49","Post-grad","Independent"
"21059",1,"DE","White",-0.5,"40-49","No HS","Republican"
"21060",1,"TX","White",-0.5,"18-29","Some college","Republican"
"21061",0,"GA","Black",-0.5,"50-59","Some college","Democrat"
"21062",1,"OH","White",-0.5,"70+","HS","Independent"
"21063",1,"AL","White",-0.5,"30-39","Some college","Republican"
"21064",1,"PA","White",-0.5,"40-49","Some college","Republican"
"21065",1,"FL","Hispanic",0.5,"30-39","Post-grad","Independent"
"21066",0,"NM","Hispanic",-0.5,"40-49","No HS","Independent"
"21067",1,"VA","White",0.5,"30-39","4-Year College","Independent"
"21068",0,"IL","White",0.5,"50-59","HS","Republican"
"21069",1,"RI","White",-0.5,"30-39","Some college","Independent"
"21070",0,"IL","Other",-0.5,"50-59","Some college","Democrat"
"21071",0,"MO","White",-0.5,"50-59","HS","Democrat"
"21072",0,"NJ","White",0.5,"30-39","Post-grad","Independent"
"21073",1,"OH","Black",-0.5,"70+","HS","Democrat"
"21074",1,"MA","Other",0.5,"30-39","Post-grad","Democrat"
"21075",0,"MI","White",-0.5,"30-39","Post-grad","Democrat"
"21076",0,"MA","White",0.5,"60-69","HS","Independent"
"21077",0,"VA","White",-0.5,"30-39","4-Year College","Democrat"
"21078",1,"CA","Other",-0.5,"30-39","Some college","Independent"
"21079",0,"NY","Black",-0.5,"30-39","Post-grad","Independent"
"21080",1,"UT","White",-0.5,"60-69","HS","Republican"
"21081",0,"MI","White",-0.5,"60-69","HS","Independent"
"21082",1,"NM","White",-0.5,"50-59","HS","Independent"
"21083",0,"AL","Black",-0.5,"30-39","Post-grad","Democrat"
"21084",0,"CA","Other",-0.5,"50-59","4-Year College","Independent"
"21085",0,"NY","White",-0.5,"30-39","4-Year College","Democrat"
"21086",0,"FL","Black",-0.5,"50-59","Some college","Independent"
"21087",1,"GA","Hispanic",-0.5,"18-29","HS","Independent"
"21088",0,"NM","White",0.5,"30-39","4-Year College","Democrat"
"21089",1,"FL","White",-0.5,"50-59","HS","Republican"
"21090",0,"MT","White",-0.5,"30-39","HS","Democrat"
"21091",1,"KY","White",-0.5,"40-49","4-Year College","Democrat"
"21092",1,"TX","Hispanic",-0.5,"30-39","Some college","Democrat"
"21093",0,"NH","White",-0.5,"50-59","HS","Republican"
"21094",0,"NV","White",-0.5,"40-49","Some college","Independent"
"21095",1,"NH","White",0.5,"60-69","HS","Republican"
"21096",0,"NM","White",0.5,"70+","HS","Independent"
"21097",0,"TX","White",-0.5,"40-49","4-Year College","Democrat"
"21098",1,"CO","White",0.5,"60-69","HS","Independent"
"21099",1,"PA","White",0.5,"60-69","HS","Republican"
"21100",1,"OK","White",-0.5,"50-59","HS","Republican"
"21101",0,"CA","Hispanic",-0.5,"30-39","4-Year College","Democrat"
"21102",1,"SD","Hispanic",-0.5,"50-59","Some college","Republican"
"21103",0,"WA","White",-0.5,"30-39","Some college","Independent"
"21104",1,"NC","White",-0.5,"50-59","No HS","Independent"
"21105",0,"TX","White",0.5,"30-39","Post-grad","Democrat"
"21106",0,"LA","White",0.5,"18-29","Some college","Independent"
"21107",0,"WA","White",0.5,"70+","HS","Independent"
"21108",0,"GA","Hispanic",-0.5,"60-69","4-Year College","Democrat"
"21109",0,"TX","Hispanic",-0.5,"30-39","Some college","Republican"
"21110",0,"IL","Black",-0.5,"50-59","Some college","Democrat"
"21111",0,"FL","White",-0.5,"30-39","Some college","Independent"
"21112",0,"DE","White",-0.5,"40-49","Some college","Independent"
"21113",0,"NJ","White",0.5,"18-29","4-Year College","Independent"
"21114",0,"OH","White",0.5,"30-39","Post-grad","Independent"
"21115",0,"CA","White",-0.5,"30-39","4-Year College","Independent"
"21116",1,"KS","White",-0.5,"50-59","HS","Democrat"
"21117",0,"IL","Black",-0.5,"60-69","Some college","Independent"
"21118",0,"FL","White",-0.5,"40-49","No HS","Independent"
"21119",1,"IL","White",0.5,"60-69","HS","Republican"
"21120",1,"NY","White",-0.5,"30-39","4-Year College","Republican"
"21121",0,"OH","White",-0.5,"30-39","HS","Independent"
"21122",1,"VA","White",0.5,"18-29","4-Year College","Independent"
"21123",0,"TN","White",-0.5,"18-29","Some college","Democrat"
"21124",1,"UT","Other",-0.5,"30-39","4-Year College","Democrat"
"21125",0,"TX","White",-0.5,"30-39","4-Year College","Democrat"
"21126",0,"NY","White",-0.5,"30-39","4-Year College","Democrat"
"21127",0,"PA","White",0.5,"60-69","No HS","Independent"
"21128",0,"OK","White",-0.5,"30-39","No HS","Independent"
"21129",1,"LA","White",-0.5,"30-39","HS","Republican"
"21130",1,"GA","White",-0.5,"30-39","Some college","Independent"
"21131",0,"NY","Black",-0.5,"30-39","HS","Independent"
"21132",1,"IL","White",-0.5,"30-39","HS","Independent"
"21133",0,"WV","White",0.5,"70+","HS","Independent"
"21134",0,"IN","White",0.5,"40-49","HS","Independent"
"21135",0,"FL","Hispanic",-0.5,"30-39","Some college","Republican"
"21136",1,"GA","White",-0.5,"60-69","HS","Independent"
"21137",1,"NY","Other",0.5,"18-29","4-Year College","Republican"
"21138",0,"IL","White",-0.5,"70+","HS","Democrat"
"21139",1,"MO","White",0.5,"30-39","4-Year College","Republican"
"21140",0,"MI","Black",-0.5,"50-59","Some college","Democrat"
"21141",1,"MI","White",0.5,"18-29","4-Year College","Republican"
"21142",0,"VA","White",-0.5,"40-49","Some college","Independent"
"21143",0,"VA","White",-0.5,"18-29","Some college","Democrat"
"21144",0,"FL","White",0.5,"30-39","4-Year College","Republican"
"21145",0,"NJ","White",-0.5,"30-39","4-Year College","Democrat"
"21146",0,"FL","Black",0.5,"50-59","HS","Independent"
"21147",1,"NJ","White",0.5,"50-59","HS","Independent"
"21148",0,"CA","Hispanic",-0.5,"18-29","4-Year College","Independent"
"21149",0,"ID","White",0.5,"30-39","Some college","Independent"
"21150",0,"IN","Hispanic",-0.5,"30-39","Some college","Independent"
"21151",1,"CA","Other",-0.5,"30-39","HS","Republican"
"21152",1,"AR","White",-0.5,"18-29","Some college","Republican"
"21153",1,"CA","White",-0.5,"18-29","4-Year College","Independent"
"21154",1,"PA","Other",-0.5,"70+","4-Year College","Independent"
"21155",0,"WA","White",-0.5,"50-59","HS","Independent"
"21156",0,"CA","Other",-0.5,"60-69","4-Year College","Democrat"
"21157",0,"TX","Other",-0.5,"18-29","4-Year College","Democrat"
"21158",0,"NY","White",0.5,"60-69","HS","Democrat"
"21159",0,"FL","White",-0.5,"40-49","Some college","Democrat"
"21160",0,"OH","White",-0.5,"30-39","4-Year College","Democrat"
"21161",0,"IL","Black",-0.5,"30-39","HS","Independent"
"21162",0,"CA","Other",0.5,"30-39","HS","Democrat"
"21163",0,"IN","White",-0.5,"50-59","HS","Republican"
"21164",0,"CA","Other",0.5,"50-59","4-Year College","Independent"
"21165",0,"LA","Other",-0.5,"50-59","Some college","Independent"
"21166",0,"AR","Other",-0.5,"18-29","Some college","Democrat"
"21167",0,"PA","Other",-0.5,"18-29","Some college","Democrat"
"21168",0,"PA","White",0.5,"30-39","Some college","Independent"
"21169",1,"TN","White",-0.5,"40-49","Some college","Independent"
"21170",1,"UT","White",0.5,"30-39","Post-grad","Democrat"
"21171",0,"NM","Hispanic",-0.5,"18-29","Some college","Independent"
"21172",0,"WI","White",-0.5,"70+","No HS","Republican"
"21173",1,"CO","White",-0.5,"70+","HS","Republican"
"21174",1,"OH","White",-0.5,"40-49","4-Year College","Independent"
"21175",1,"MS","White",0.5,"60-69","No HS","Independent"
"21176",1,"TN","White",-0.5,"18-29","4-Year College","Independent"
"21177",0,"AL","White",-0.5,"30-39","Post-grad","Democrat"
"21178",0,"NY","White",-0.5,"30-39","4-Year College","Independent"
"21179",0,"TX","Other",0.5,"30-39","4-Year College","Democrat"
"21180",1,"CA","Black",0.5,"60-69","Post-grad","Democrat"
"21181",0,"NC","White",0.5,"50-59","HS","Independent"
"21182",0,"CA","Black",-0.5,"18-29","Some college","Independent"
"21183",0,"GA","Hispanic",-0.5,"18-29","4-Year College","Independent"
"21184",0,"NY","Black",-0.5,"40-49","HS","Democrat"
"21185",1,"AZ","White",-0.5,"70+","HS","Republican"
"21186",1,"FL","White",0.5,"30-39","4-Year College","Republican"
"21187",1,"PA","White",-0.5,"30-39","4-Year College","Republican"
"21188",0,"NY","White",0.5,"30-39","4-Year College","Independent"
"21189",1,"VA","White",-0.5,"30-39","Post-grad","Republican"
"21190",0,"AL","White",0.5,"30-39","Post-grad","Democrat"
"21191",1,"NC","White",-0.5,"50-59","HS","Republican"
"21192",1,"MN","White",-0.5,"30-39","4-Year College","Republican"
"21193",0,"MI","White",-0.5,"30-39","Post-grad","Democrat"
"21194",0,"FL","White",0.5,"70+","HS","Republican"
"21195",1,"WI","White",-0.5,"40-49","4-Year College","Independent"
"21196",1,"MA","White",0.5,"50-59","HS","Independent"
"21197",1,"MD","White",-0.5,"18-29","4-Year College","Republican"
"21198",0,"MO","White",-0.5,"30-39","Some college","Democrat"
"21199",0,"CA","Other",0.5,"18-29","4-Year College","Independent"
"21200",1,"AZ","White",0.5,"40-49","Some college","Independent"
"21201",0,"NY","White",-0.5,"40-49","Some college","Independent"
"21202",0,"NY","Other",-0.5,"30-39","4-Year College","Independent"
"21203",1,"PA","White",-0.5,"50-59","HS","Independent"
"21204",1,"ID","White",-0.5,"30-39","Some college","Independent"
"21205",1,"MT","White",0.5,"40-49","Some college","Independent"
"21206",1,"TX","Black",0.5,"70+","HS","Democrat"
"21207",1,"TX","White",-0.5,"60-69","HS","Independent"
"21208",0,"TX","Black",-0.5,"70+","Some college","Democrat"
"21209",0,"VA","Black",-0.5,"40-49","HS","Independent"
"21210",1,"OK","Hispanic",-0.5,"60-69","No HS","Democrat"
"21211",1,"NC","Black",-0.5,"30-39","Some college","Democrat"
"21212",0,"FL","White",0.5,"30-39","Post-grad","Independent"
"21213",0,"AZ","Black",-0.5,"40-49","4-Year College","Independent"
"21214",0,"IL","White",-0.5,"30-39","4-Year College","Democrat"
"21215",1,"NY","White",-0.5,"70+","HS","Republican"
"21216",0,"IL","White",-0.5,"18-29","4-Year College","Democrat"
"21217",1,"NY","White",-0.5,"40-49","4-Year College","Independent"
"21218",1,"NC","White",-0.5,"30-39","4-Year College","Independent"
"21219",1,"OH","White",-0.5,"60-69","HS","Republican"
"21220",1,"MI","White",0.5,"60-69","HS","Independent"
"21221",0,"MA","Hispanic",-0.5,"60-69","4-Year College","Independent"
"21222",0,"CO","White",0.5,"60-69","HS","Democrat"
"21223",1,"GA","White",0.5,"40-49","Some college","Republican"
"21224",1,"NY","White",0.5,"50-59","HS","Independent"
"21225",1,"KS","White",-0.5,"60-69","HS","Republican"
"21226",0,"CA","White",0.5,"30-39","Some college","Independent"
"21227",1,"PA","White",-0.5,"50-59","HS","Republican"
"21228",0,"MA","Other",-0.5,"18-29","4-Year College","Independent"
"21229",0,"OK","White",-0.5,"60-69","HS","Republican"
"21230",0,"IL","Other",-0.5,"30-39","4-Year College","Independent"
"21231",0,"MO","White",-0.5,"40-49","4-Year College","Independent"
"21232",1,"NE","White",-0.5,"30-39","4-Year College","Independent"
"21233",0,"CA","White",0.5,"30-39","Post-grad","Democrat"
"21234",0,"KS","Hispanic",-0.5,"50-59","Post-grad","Democrat"
"21235",0,"OR","Black",0.5,"60-69","Some college","Democrat"
"21236",0,"AZ","Hispanic",-0.5,"30-39","HS","Democrat"
"21237",0,"MO","Black",-0.5,"30-39","Some college","Democrat"
"21238",1,"FL","Hispanic",0.5,"50-59","4-Year College","Republican"
"21239",0,"GA","White",-0.5,"30-39","Post-grad","Independent"
"21240",0,"CA","White",0.5,"30-39","4-Year College","Democrat"
"21241",1,"MN","White",-0.5,"40-49","4-Year College","Republican"
"21242",0,"KY","Black",-0.5,"30-39","HS","Independent"
"21243",0,"CA","Hispanic",-0.5,"50-59","Some college","Democrat"
"21244",1,"NY","White",-0.5,"60-69","HS","Democrat"
"21245",1,"AK","Other",-0.5,"40-49","4-Year College","Independent"
"21246",0,"VA","White",-0.5,"60-69","HS","Republican"
"21247",1,"TN","White",0.5,"50-59","HS","Republican"
"21248",0,"PA","White",0.5,"18-29","HS","Democrat"
"21249",0,"DE","Black",-0.5,"40-49","Post-grad","Democrat"
"21250",1,"TX","Other",-0.5,"18-29","4-Year College","Democrat"
"21251",1,"MI","White",0.5,"18-29","4-Year College","Independent"
"21252",1,"PA","White",-0.5,"30-39","Some college","Independent"
"21253",0,"PA","White",-0.5,"50-59","HS","Democrat"
"21254",0,"GA","Black",-0.5,"50-59","No HS","Democrat"
"21255",0,"PA","White",-0.5,"18-29","Post-grad","Democrat"
"21256",0,"MA","White",0.5,"60-69","HS","Democrat"
"21257",0,"AR","White",0.5,"60-69","HS","Independent"
"21258",0,"WI","Other",-0.5,"40-49","Some college","Independent"
"21259",0,"CA","White",-0.5,"60-69","4-Year College","Republican"
"21260",0,"KY","White",-0.5,"18-29","HS","Republican"
"21261",1,"NE","White",0.5,"70+","HS","Independent"
"21262",1,"KS","White",0.5,"60-69","4-Year College","Independent"
"21263",1,"FL","Other",-0.5,"60-69","No HS","Democrat"
"21264",1,"LA","Hispanic",-0.5,"30-39","Post-grad","Republican"
"21265",0,"FL","White",0.5,"40-49","HS","Democrat"
"21266",1,"MO","White",0.5,"70+","No HS","Republican"
"21267",0,"IN","White",-0.5,"18-29","Some college","Republican"
"21268",1,"DE","White",-0.5,"70+","No HS","Republican"
"21269",1,"CA","Hispanic",0.5,"30-39","HS","Independent"
"21270",1,"TX","White",0.5,"40-49","4-Year College","Republican"
"21271",0,"OH","White",0.5,"30-39","HS","Democrat"
"21272",1,"NY","White",0.5,"60-69","HS","Independent"
"21273",1,"MD","White",-0.5,"60-69","HS","Republican"
"21274",1,"GA","White",-0.5,"50-59","HS","Democrat"
"21275",1,"IL","White",-0.5,"50-59","HS","Independent"
"21276",0,"OH","White",-0.5,"30-39","Post-grad","Democrat"
"21277",1,"FL","White",-0.5,"70+","HS","Democrat"
"21278",0,"OH","White",-0.5,"50-59","HS","Republican"
"21279",1,"PA","White",-0.5,"40-49","HS","Republican"
"21280",1,"PA","White",-0.5,"30-39","Post-grad","Republican"
"21281",1,"PA","White",0.5,"50-59","HS","Republican"
"21282",1,"MT","White",0.5,"18-29","HS","Republican"
"21283",1,"FL","Other",0.5,"50-59","HS","Independent"
"21284",1,"OH","White",-0.5,"18-29","4-Year College","Republican"
"21285",0,"TX","White",0.5,"50-59","HS","Independent"
"21286",1,"CO","White",0.5,"50-59","HS","Independent"
"21287",1,"FL","White",0.5,"70+","No HS","Republican"
"21288",0,"GA","Black",-0.5,"40-49","Post-grad","Democrat"
"21289",1,"MI","White",-0.5,"70+","HS","Republican"
"21290",1,"KY","Black",-0.5,"40-49","Post-grad","Independent"
"21291",0,"IN","White",-0.5,"30-39","Post-grad","Independent"
"21292",1,"NE","White",0.5,"30-39","4-Year College","Democrat"
"21293",1,"CA","Other",0.5,"30-39","4-Year College","Independent"
"21294",0,"OH","White",-0.5,"40-49","HS","Democrat"
"21295",1,"TN","White",-0.5,"18-29","4-Year College","Independent"
"21296",1,"PA","White",0.5,"70+","HS","Democrat"
"21297",1,"PA","White",-0.5,"50-59","HS","Republican"
"21298",0,"TX","Hispanic",0.5,"40-49","Some college","Independent"
"21299",0,"WV","Hispanic",-0.5,"50-59","4-Year College","Democrat"
"21300",0,"NJ","White",0.5,"40-49","HS","Republican"
"21301",0,"CO","White",-0.5,"40-49","Some college","Democrat"
"21302",0,"PA","White",-0.5,"60-69","HS","Republican"
"21303",1,"KS","White",-0.5,"40-49","4-Year College","Independent"
"21304",1,"SC","White",0.5,"70+","HS","Republican"
"21305",1,"MO","White",-0.5,"70+","HS","Republican"
"21306",0,"IA","White",0.5,"18-29","4-Year College","Independent"
"21307",0,"TX","White",0.5,"30-39","Post-grad","Democrat"
"21308",1,"CA","Hispanic",-0.5,"30-39","4-Year College","Democrat"
"21309",0,"FL","White",-0.5,"30-39","Some college","Democrat"
"21310",0,"MA","Black",-0.5,"70+","Some college","Democrat"
"21311",0,"DE","White",-0.5,"40-49","4-Year College","Democrat"
"21312",0,"MO","White",0.5,"50-59","HS","Democrat"
"21313",0,"TX","Other",-0.5,"40-49","HS","Independent"
"21314",1,"PA","White",0.5,"30-39","HS","Independent"
"21315",0,"GA","Other",-0.5,"40-49","4-Year College","Independent"
"21316",0,"OR","White",-0.5,"50-59","HS","Independent"
"21317",0,"ND","White",-0.5,"18-29","No HS","Republican"
"21318",0,"FL","Black",0.5,"60-69","HS","Democrat"
"21319",0,"MD","White",0.5,"18-29","Some college","Democrat"
"21320",1,"IL","White",-0.5,"60-69","HS","Democrat"
"21321",0,"NY","Black",-0.5,"60-69","No HS","Democrat"
"21322",0,"MS","Black",-0.5,"40-49","Some college","Democrat"
"21323",0,"VA","Other",-0.5,"40-49","Post-grad","Democrat"
"21324",1,"MI","White",0.5,"30-39","4-Year College","Independent"
"21325",1,"FL","Black",0.5,"30-39","4-Year College","Democrat"
"21326",1,"VA","White",-0.5,"30-39","Post-grad","Independent"
"21327",1,"VA","White",-0.5,"50-59","No HS","Republican"
"21328",1,"FL","White",-0.5,"30-39","4-Year College","Republican"
"21329",0,"OK","Other",-0.5,"18-29","Some college","Republican"
"21330",1,"CA","White",0.5,"30-39","4-Year College","Republican"
"21331",0,"NY","White",0.5,"70+","No HS","Independent"
"21332",0,"TX","White",0.5,"60-69","No HS","Democrat"
"21333",0,"CT","Black",-0.5,"70+","Some college","Democrat"
"21334",0,"WI","White",0.5,"60-69","HS","Republican"
"21335",0,"CA","White",-0.5,"70+","HS","Democrat"
"21336",1,"OH","White",-0.5,"60-69","HS","Republican"
"21337",0,"PA","White",0.5,"30-39","Some college","Independent"
"21338",1,"VA","White",-0.5,"40-49","No HS","Democrat"
"21339",0,"NC","White",-0.5,"30-39","Post-grad","Democrat"
"21340",0,"CA","White",-0.5,"70+","No HS","Republican"
"21341",1,"UT","White",-0.5,"18-29","HS","Independent"
"21342",1,"UT","White",0.5,"40-49","4-Year College","Independent"
"21343",0,"IL","White",-0.5,"18-29","4-Year College","Republican"
"21344",0,"VA","White",-0.5,"18-29","4-Year College","Democrat"
"21345",0,"CA","White",0.5,"18-29","4-Year College","Democrat"
"21346",1,"CA","Hispanic",-0.5,"18-29","4-Year College","Independent"
"21347",1,"NE","White",0.5,"40-49","HS","Independent"
"21348",0,"VA","Black",-0.5,"30-39","Some college","Independent"
"21349",1,"NH","White",0.5,"70+","HS","Republican"
"21350",0,"AZ","Hispanic",-0.5,"18-29","Some college","Democrat"
"21351",0,"NV","White",0.5,"30-39","Post-grad","Democrat"
"21352",0,"IA","White",-0.5,"18-29","Some college","Republican"
"21353",1,"PA","White",-0.5,"70+","HS","Republican"
"21354",0,"PA","White",-0.5,"18-29","HS","Democrat"
"21355",1,"CA","White",-0.5,"50-59","Some college","Democrat"
"21356",0,"CA","White",0.5,"30-39","Some college","Democrat"
"21357",1,"PA","White",-0.5,"70+","HS","Republican"
"21358",0,"OH","White",0.5,"30-39","Some college","Independent"
"21359",1,"RI","White",0.5,"70+","HS","Independent"
"21360",1,"VA","White",0.5,"50-59","HS","Republican"
"21361",0,"NE","White",-0.5,"18-29","Some college","Independent"
"21362",1,"IL","White",0.5,"30-39","4-Year College","Independent"
"21363",0,"IA","White",-0.5,"18-29","Some college","Democrat"
"21364",1,"KY","White",0.5,"60-69","No HS","Republican"
"21365",0,"WI","White",0.5,"40-49","4-Year College","Independent"
"21366",1,"GA","White",-0.5,"40-49","Post-grad","Republican"
"21367",1,"TX","White",-0.5,"50-59","HS","Republican"
"21368",1,"IL","White",-0.5,"18-29","Post-grad","Independent"
