"","abortion","state","eth","male","age","educ","party"
"5115",1,"NE","White",-0.5,"60-69","4-Year College","Republican"
"5116",1,"AZ","White",-0.5,"60-69","4-Year College","Independent"
"5117",0,"CO","White",-0.5,"60-69","HS","Republican"
"5118",0,"AZ","White",-0.5,"60-69","4-Year College","Democrat"
"5119",0,"NM","Other",0.5,"60-69","Some college","Independent"
"5120",1,"UT","White",0.5,"40-49","Post-grad","Independent"
"5121",1,"IL","White",0.5,"50-59","Post-grad","Independent"
"5122",0,"AZ","White",0.5,"40-49","4-Year College","Independent"
"5123",1,"MN","White",0.5,"40-49","4-Year College","Independent"
"5124",1,"GA","White",-0.5,"40-49","4-Year College","Independent"
"5125",0,"SC","White",-0.5,"50-59","Post-grad","Democrat"
"5126",1,"MI","White",0.5,"40-49","Post-grad","Independent"
"5127",1,"AZ","Black",0.5,"18-29","Post-grad","Democrat"
"5128",0,"WV","White",-0.5,"30-39","Some college","Democrat"
"5129",0,"NY","White",-0.5,"40-49","Post-grad","Democrat"
"5130",0,"NJ","White",0.5,"40-49","Some college","Independent"
"5131",1,"NC","Other",-0.5,"18-29","Some college","Democrat"
"5132",1,"WI","White",-0.5,"40-49","Some college","Independent"
"5133",0,"NY","White",-0.5,"30-39","HS","Independent"
"5134",1,"NJ","White",0.5,"18-29","Some college","Republican"
"5135",1,"AR","Other",0.5,"40-49","Some college","Republican"
"5136",1,"SC","Black",-0.5,"50-59","Post-grad","Independent"
"5137",0,"MI","White",0.5,"50-59","4-Year College","Independent"
"5138",1,"CA","Other",-0.5,"40-49","4-Year College","Democrat"
"5139",0,"ME","White",-0.5,"50-59","Some college","Democrat"
"5140",0,"FL","White",-0.5,"60-69","4-Year College","Republican"
"5141",1,"FL","White",-0.5,"70+","Post-grad","Independent"
"5142",0,"VA","White",-0.5,"50-59","4-Year College","Independent"
"5143",0,"CA","Other",-0.5,"18-29","Post-grad","Democrat"
"5144",1,"OR","White",0.5,"60-69","Some college","Republican"
"5145",0,"NC","White",0.5,"30-39","Post-grad","Democrat"
"5146",0,"TX","Hispanic",-0.5,"30-39","4-Year College","Democrat"
"5147",1,"NY","White",0.5,"40-49","4-Year College","Independent"
"5148",0,"TN","White",-0.5,"30-39","Some college","Democrat"
"5149",0,"WA","White",0.5,"70+","Post-grad","Democrat"
"5150",1,"MN","White",0.5,"40-49","HS","Republican"
"5151",1,"TX","White",0.5,"40-49","Post-grad","Independent"
"5152",0,"IN","White",-0.5,"40-49","4-Year College","Democrat"
"5153",0,"IA","White",0.5,"50-59","Post-grad","Republican"
"5154",0,"IN","White",0.5,"50-59","Post-grad","Democrat"
"5155",0,"GA","White",0.5,"50-59","Post-grad","Democrat"
"5156",0,"MA","White",0.5,"50-59","Post-grad","Independent"
"5157",1,"PA","White",-0.5,"50-59","HS","Independent"
"5158",1,"ND","White",0.5,"30-39","4-Year College","Independent"
"5159",1,"SC","Hispanic",0.5,"30-39","4-Year College","Republican"
"5160",0,"WA","White",-0.5,"60-69","4-Year College","Democrat"
"5161",1,"SC","White",0.5,"40-49","Post-grad","Republican"
"5162",0,"MO","White",-0.5,"30-39","4-Year College","Independent"
"5163",0,"NH","White",-0.5,"50-59","4-Year College","Independent"
"5164",0,"NY","Hispanic",-0.5,"40-49","Some college","Democrat"
"5165",0,"NC","White",0.5,"50-59","HS","Democrat"
"5166",0,"MO","White",0.5,"50-59","Some college","Independent"
"5167",1,"AZ","White",0.5,"40-49","Post-grad","Independent"
"5168",0,"VA","White",-0.5,"50-59","Some college","Independent"
"5169",0,"AZ","White",0.5,"30-39","Post-grad","Democrat"
"5170",0,"CO","White",-0.5,"50-59","4-Year College","Democrat"
"5171",1,"AZ","White",-0.5,"60-69","4-Year College","Republican"
"5172",1,"AZ","White",-0.5,"60-69","4-Year College","Republican"
"5173",0,"NM","White",-0.5,"60-69","4-Year College","Democrat"
"5174",0,"CO","White",0.5,"30-39","4-Year College","Independent"
"5175",0,"NM","White",0.5,"40-49","Some college","Independent"
"5176",0,"NM","White",-0.5,"40-49","4-Year College","Democrat"
"5177",0,"AZ","Other",-0.5,"60-69","Post-grad","Democrat"
"5178",0,"AZ","White",-0.5,"50-59","4-Year College","Democrat"
"5179",1,"MT","White",0.5,"50-59","Post-grad","Independent"
"5180",0,"CA","White",0.5,"70+","Post-grad","Democrat"
"5181",1,"CT","White",-0.5,"50-59","Post-grad","Independent"
"5182",0,"IN","White",0.5,"30-39","4-Year College","Independent"
"5183",0,"OH","White",-0.5,"40-49","Post-grad","Independent"
"5184",1,"NY","White",0.5,"30-39","Some college","Republican"
"5185",1,"NC","White",-0.5,"40-49","4-Year College","Independent"
"5186",1,"MN","White",0.5,"50-59","Some college","Republican"
"5187",1,"GA","White",0.5,"40-49","Some college","Independent"
"5188",1,"IN","White",0.5,"40-49","4-Year College","Independent"
"5189",1,"TX","White",-0.5,"70+","4-Year College","Republican"
"5190",0,"CA","White",0.5,"70+","Post-grad","Independent"
"5191",0,"IL","White",0.5,"50-59","Some college","Democrat"
"5192",1,"MO","White",-0.5,"60-69","4-Year College","Republican"
"5193",1,"OH","White",0.5,"70+","HS","Independent"
"5194",1,"FL","White",0.5,"70+","Some college","Republican"
"5195",1,"TX","White",0.5,"50-59","4-Year College","Independent"
"5196",0,"IL","Other",-0.5,"30-39","4-Year College","Independent"
"5197",0,"NM","White",0.5,"70+","Post-grad","Independent"
"5198",0,"CA","White",-0.5,"70+","4-Year College","Independent"
"5199",0,"TX","White",-0.5,"60-69","Some college","Independent"
"5200",0,"CA","White",-0.5,"60-69","Some college","Independent"
"5201",0,"NY","White",-0.5,"50-59","Some college","Republican"
"5202",1,"NY","White",-0.5,"70+","Some college","Republican"
"5203",1,"CO","White",-0.5,"70+","Some college","Independent"
"5204",1,"TX","White",0.5,"60-69","Some college","Republican"
"5205",1,"TX","White",-0.5,"50-59","Some college","Republican"
"5206",0,"TX","White",-0.5,"50-59","Some college","Democrat"
"5207",1,"TX","White",-0.5,"60-69","4-Year College","Independent"
"5208",0,"AZ","White",-0.5,"40-49","Some college","Democrat"
"5209",1,"TX","White",0.5,"50-59","HS","Independent"
"5210",1,"NY","White",0.5,"70+","4-Year College","Republican"
"5211",0,"KS","White",-0.5,"70+","HS","Independent"
"5212",1,"MD","White",-0.5,"50-59","4-Year College","Republican"
"5213",0,"OR","White",-0.5,"60-69","HS","Democrat"
"5214",1,"FL","White",0.5,"50-59","4-Year College","Republican"
"5215",0,"FL","White",-0.5,"50-59","Some college","Democrat"
"5216",1,"PA","White",-0.5,"70+","HS","Republican"
"5217",0,"TX","White",0.5,"60-69","Some college","Democrat"
"5218",0,"OR","White",-0.5,"60-69","Some college","Democrat"
"5219",0,"CT","Hispanic",-0.5,"40-49","Post-grad","Democrat"
"5220",0,"TX","Black",-0.5,"40-49","HS","Independent"
"5221",1,"ID","White",0.5,"70+","4-Year College","Republican"
"5222",1,"GA","White",0.5,"70+","HS","Independent"
"5223",0,"IN","Black",-0.5,"40-49","4-Year College","Democrat"
"5224",0,"TX","White",0.5,"60-69","Post-grad","Democrat"
"5225",0,"TX","White",-0.5,"70+","Some college","Democrat"
"5226",0,"MI","White",-0.5,"60-69","HS","Democrat"
"5227",1,"VA","White",-0.5,"40-49","No HS","Democrat"
"5228",1,"GA","White",0.5,"50-59","4-Year College","Republican"
"5229",0,"PA","Other",0.5,"18-29","Some college","Democrat"
"5230",0,"IN","White",-0.5,"50-59","Some college","Democrat"
"5231",1,"WA","Hispanic",0.5,"50-59","Some college","Independent"
"5232",0,"FL","Black",-0.5,"60-69","Post-grad","Democrat"
"5233",0,"TX","White",-0.5,"40-49","HS","Republican"
"5234",0,"NY","White",-0.5,"50-59","Post-grad","Democrat"
"5235",1,"FL","White",-0.5,"50-59","Some college","Democrat"
"5236",0,"IN","White",-0.5,"60-69","HS","Republican"
"5237",0,"MA","White",0.5,"70+","Some college","Independent"
"5238",1,"UT","White",-0.5,"50-59","HS","Republican"
"5239",1,"SC","White",0.5,"60-69","Post-grad","Republican"
"5240",1,"CA","White",-0.5,"50-59","Some college","Independent"
"5241",0,"VA","White",-0.5,"50-59","Some college","Independent"
"5242",1,"MN","Other",-0.5,"18-29","Some college","Democrat"
"5243",0,"IA","White",0.5,"60-69","4-Year College","Democrat"
"5244",1,"MS","White",-0.5,"30-39","Post-grad","Democrat"
"5245",0,"NJ","White",-0.5,"60-69","HS","Democrat"
"5246",0,"NY","White",-0.5,"50-59","Post-grad","Democrat"
"5247",0,"OR","White",0.5,"70+","HS","Democrat"
"5248",0,"MD","White",-0.5,"70+","Some college","Democrat"
"5249",0,"IL","White",0.5,"40-49","No HS","Independent"
"5250",0,"SC","Hispanic",-0.5,"50-59","Some college","Democrat"
"5251",1,"WI","White",-0.5,"60-69","4-Year College","Independent"
"5252",1,"VA","White",0.5,"60-69","Some college","Independent"
"5253",0,"OH","White",0.5,"50-59","Some college","Republican"
"5254",1,"NC","White",0.5,"60-69","Some college","Independent"
"5255",0,"CA","Other",0.5,"50-59","Some college","Independent"
"5256",1,"MN","White",-0.5,"50-59","Some college","Republican"
"5257",1,"KY","White",-0.5,"60-69","Some college","Republican"
"5258",0,"CA","White",0.5,"60-69","4-Year College","Republican"
"5259",1,"UT","White",-0.5,"18-29","4-Year College","Republican"
"5260",0,"IA","White",-0.5,"40-49","4-Year College","Independent"
"5261",1,"OR","White",-0.5,"40-49","4-Year College","Independent"
"5262",1,"ID","White",-0.5,"18-29","HS","Independent"
"5263",1,"NC","White",-0.5,"50-59","HS","Independent"
"5264",0,"FL","White",0.5,"40-49","Post-grad","Independent"
"5265",1,"MO","White",-0.5,"30-39","4-Year College","Republican"
"5266",0,"OH","White",-0.5,"70+","HS","Republican"
"5267",1,"TX","White",0.5,"50-59","Some college","Independent"
"5268",0,"KS","White",-0.5,"50-59","Some college","Democrat"
"5269",0,"FL","White",0.5,"70+","Post-grad","Democrat"
"5270",0,"CO","White",0.5,"60-69","4-Year College","Democrat"
"5271",0,"NY","White",0.5,"60-69","Some college","Independent"
"5272",0,"OH","White",-0.5,"50-59","Post-grad","Democrat"
"5273",0,"FL","White",-0.5,"60-69","Some college","Democrat"
"5274",0,"CA","White",-0.5,"70+","4-Year College","Democrat"
"5275",0,"IA","White",-0.5,"40-49","Some college","Democrat"
"5276",0,"AK","Other",-0.5,"60-69","4-Year College","Democrat"
"5277",0,"NJ","White",-0.5,"70+","Some college","Independent"
"5278",1,"TN","White",-0.5,"70+","Some college","Republican"
"5279",0,"SC","White",-0.5,"70+","Some college","Republican"
"5280",1,"AR","White",-0.5,"70+","Some college","Republican"
"5281",0,"CT","White",0.5,"70+","Post-grad","Republican"
"5282",0,"IN","White",-0.5,"60-69","Post-grad","Democrat"
"5283",1,"NY","White",0.5,"70+","Some college","Independent"
"5284",0,"FL","White",-0.5,"50-59","Post-grad","Democrat"
"5285",0,"IL","White",0.5,"50-59","Some college","Independent"
"5286",1,"WI","White",-0.5,"60-69","Some college","Republican"
"5287",0,"OR","White",-0.5,"70+","Post-grad","Democrat"
"5288",0,"MI","White",-0.5,"60-69","4-Year College","Democrat"
"5289",1,"OH","White",0.5,"50-59","4-Year College","Independent"
"5290",1,"TX","White",0.5,"60-69","4-Year College","Independent"
"5291",1,"TX","White",0.5,"70+","Post-grad","Independent"
"5292",0,"IA","White",-0.5,"40-49","4-Year College","Democrat"
"5293",0,"OH","White",0.5,"60-69","Some college","Independent"
"5294",1,"FL","White",-0.5,"70+","Some college","Independent"
"5295",0,"MO","White",0.5,"60-69","HS","Republican"
"5296",1,"OR","White",0.5,"70+","Post-grad","Republican"
"5297",1,"AL","White",0.5,"70+","4-Year College","Republican"
"5298",1,"OK","White",0.5,"30-39","4-Year College","Independent"
"5299",1,"IA","White",-0.5,"70+","Some college","Republican"
"5300",0,"IL","Other",-0.5,"30-39","4-Year College","Democrat"
"5301",1,"NY","White",-0.5,"70+","4-Year College","Republican"
"5302",0,"NV","Hispanic",-0.5,"50-59","Some college","Independent"
"5303",0,"OH","White",-0.5,"60-69","4-Year College","Independent"
"5304",0,"CA","White",-0.5,"70+","Post-grad","Democrat"
"5305",0,"AZ","White",0.5,"30-39","Some college","Democrat"
"5306",1,"IL","White",-0.5,"70+","Post-grad","Republican"
"5307",0,"TX","White",-0.5,"50-59","HS","Independent"
"5308",0,"AZ","White",0.5,"70+","4-Year College","Democrat"
"5309",1,"PA","White",-0.5,"50-59","Some college","Republican"
"5310",0,"IL","White",0.5,"30-39","Some college","Democrat"
"5311",0,"ID","White",-0.5,"18-29","Some college","Independent"
"5312",0,"NY","White",-0.5,"40-49","Post-grad","Republican"
"5313",0,"VA","White",-0.5,"50-59","Post-grad","Democrat"
"5314",0,"TX","White",0.5,"70+","4-Year College","Republican"
"5315",0,"WA","White",0.5,"60-69","4-Year College","Democrat"
"5316",0,"OR","White",-0.5,"70+","HS","Democrat"
"5317",0,"FL","White",-0.5,"50-59","No HS","Democrat"
"5318",1,"SC","White",-0.5,"60-69","4-Year College","Republican"
"5319",1,"FL","White",0.5,"70+","4-Year College","Republican"
"5320",0,"OH","White",-0.5,"30-39","HS","Independent"
"5321",0,"FL","White",-0.5,"18-29","HS","Republican"
"5322",1,"IN","White",0.5,"40-49","4-Year College","Republican"
"5323",0,"FL","White",-0.5,"60-69","4-Year College","Republican"
"5324",1,"GA","White",0.5,"60-69","Some college","Independent"
"5325",0,"MI","White",-0.5,"50-59","4-Year College","Democrat"
"5326",1,"NJ","Other",0.5,"60-69","Post-grad","Independent"
"5327",1,"FL","White",-0.5,"70+","4-Year College","Republican"
"5328",0,"OH","White",0.5,"40-49","4-Year College","Independent"
"5329",0,"MS","Black",-0.5,"30-39","Some college","Independent"
"5330",1,"FL","White",-0.5,"60-69","4-Year College","Republican"
"5331",1,"LA","White",-0.5,"70+","Post-grad","Republican"
"5332",1,"IN","White",0.5,"40-49","4-Year College","Republican"
"5333",0,"IN","White",-0.5,"40-49","Post-grad","Independent"
"5334",1,"AL","White",0.5,"70+","Some college","Republican"
"5335",0,"AL","White",-0.5,"60-69","4-Year College","Democrat"
"5336",0,"CA","Other",0.5,"60-69","Post-grad","Democrat"
"5337",1,"OH","White",0.5,"70+","Some college","Republican"
"5338",0,"OR","White",-0.5,"70+","HS","Republican"
"5339",0,"MO","White",-0.5,"60-69","Some college","Independent"
"5340",0,"MI","White",0.5,"30-39","4-Year College","Independent"
"5341",0,"FL","White",-0.5,"70+","HS","Democrat"
"5342",0,"CO","White",0.5,"70+","Post-grad","Democrat"
"5343",1,"OK","White",-0.5,"70+","HS","Independent"
"5344",0,"MI","White",0.5,"40-49","Post-grad","Democrat"
"5345",0,"TX","White",-0.5,"40-49","Post-grad","Independent"
"5346",0,"IN","White",-0.5,"40-49","4-Year College","Democrat"
"5347",0,"KS","White",0.5,"30-39","Post-grad","Democrat"
"5348",1,"OK","White",-0.5,"50-59","4-Year College","Republican"
"5349",1,"MI","White",0.5,"40-49","HS","Independent"
"5350",1,"VA","White",-0.5,"50-59","Some college","Republican"
"5351",1,"TX","White",-0.5,"70+","4-Year College","Independent"
"5352",1,"NE","White",-0.5,"30-39","HS","Independent"
"5353",1,"NY","Other",0.5,"40-49","4-Year College","Republican"
"5354",0,"MI","White",-0.5,"30-39","4-Year College","Democrat"
"5355",1,"NE","White",0.5,"70+","4-Year College","Republican"
"5356",1,"MI","White",-0.5,"60-69","4-Year College","Republican"
"5357",0,"CA","White",0.5,"60-69","Some college","Democrat"
"5358",1,"MI","White",0.5,"70+","Some college","Independent"
"5359",0,"FL","White",-0.5,"30-39","Some college","Independent"
"5360",0,"FL","White",0.5,"70+","Post-grad","Democrat"
"5361",0,"AK","White",0.5,"30-39","Post-grad","Independent"
"5362",0,"PA","White",0.5,"60-69","Some college","Republican"
"5363",0,"NM","White",-0.5,"60-69","Post-grad","Independent"
"5364",0,"VA","White",-0.5,"50-59","HS","Democrat"
"5365",0,"NY","White",0.5,"70+","4-Year College","Republican"
"5366",0,"TN","White",0.5,"60-69","Some college","Independent"
"5367",1,"KS","White",-0.5,"70+","Some college","Republican"
"5368",1,"NM","White",0.5,"50-59","Some college","Independent"
"5369",1,"MO","White",-0.5,"60-69","Post-grad","Republican"
"5370",0,"NY","White",0.5,"70+","4-Year College","Independent"
"5371",0,"CA","White",-0.5,"70+","Some college","Republican"
"5372",0,"MA","White",-0.5,"70+","HS","Democrat"
"5373",1,"NJ","White",0.5,"60-69","Post-grad","Independent"
"5374",0,"IA","White",-0.5,"70+","HS","Democrat"
"5375",0,"WY","White",-0.5,"60-69","Post-grad","Democrat"
"5376",0,"MT","White",0.5,"60-69","Some college","Democrat"
"5377",0,"OR","White",-0.5,"60-69","4-Year College","Democrat"
"5378",1,"CT","White",-0.5,"70+","4-Year College","Democrat"
"5379",1,"FL","White",-0.5,"70+","No HS","Republican"
"5380",1,"GA","White",-0.5,"18-29","No HS","Independent"
"5381",0,"IA","White",-0.5,"40-49","No HS","Independent"
"5382",1,"CA","White",0.5,"50-59","HS","Democrat"
"5383",0,"NE","White",-0.5,"70+","Some college","Republican"
"5384",1,"OH","White",0.5,"50-59","Post-grad","Republican"
"5385",0,"WA","White",0.5,"60-69","4-Year College","Independent"
"5386",1,"MO","White",0.5,"50-59","Some college","Republican"
"5387",1,"TN","White",-0.5,"60-69","Some college","Republican"
"5388",0,"MD","White",-0.5,"60-69","Post-grad","Democrat"
"5389",0,"WA","White",-0.5,"70+","4-Year College","Democrat"
"5390",0,"MA","White",-0.5,"40-49","4-Year College","Independent"
"5391",1,"SC","White",-0.5,"40-49","4-Year College","Republican"
"5392",0,"NY","White",0.5,"30-39","Post-grad","Democrat"
"5393",1,"IA","White",-0.5,"50-59","HS","Democrat"
"5394",0,"CA","White",0.5,"70+","Post-grad","Independent"
"5395",0,"TX","White",-0.5,"50-59","Some college","Democrat"
"5396",0,"WA","White",0.5,"70+","4-Year College","Independent"
"5397",0,"FL","White",-0.5,"60-69","Post-grad","Republican"
"5398",0,"CA","White",-0.5,"40-49","Some college","Democrat"
"5399",1,"OR","White",0.5,"70+","4-Year College","Republican"
"5400",0,"IL","White",-0.5,"50-59","Post-grad","Democrat"
"5401",1,"PA","White",-0.5,"40-49","Some college","Independent"
"5402",0,"NC","White",-0.5,"60-69","Post-grad","Democrat"
"5403",0,"CA","Hispanic",-0.5,"30-39","4-Year College","Democrat"
"5404",0,"AL","White",0.5,"60-69","Some college","Democrat"
"5405",0,"GA","White",-0.5,"60-69","Post-grad","Democrat"
"5406",1,"TX","White",-0.5,"70+","4-Year College","Independent"
"5407",0,"MA","White",-0.5,"40-49","Some college","Democrat"
"5408",1,"WA","White",0.5,"70+","4-Year College","Independent"
"5409",0,"MD","White",0.5,"18-29","4-Year College","Independent"
"5410",0,"AZ","White",0.5,"50-59","Some college","Independent"
"5411",0,"VA","White",0.5,"60-69","4-Year College","Democrat"
"5412",1,"IL","White",0.5,"40-49","4-Year College","Republican"
"5413",1,"ME","Other",-0.5,"50-59","4-Year College","Independent"
"5414",0,"CA","White",-0.5,"40-49","4-Year College","Democrat"
"5415",1,"GA","White",-0.5,"60-69","Some college","Republican"
"5416",0,"CA","White",-0.5,"40-49","4-Year College","Democrat"
"5417",0,"NY","Black",-0.5,"50-59","Some college","Independent"
"5418",0,"PA","White",0.5,"70+","4-Year College","Democrat"
"5419",0,"MI","White",-0.5,"60-69","Some college","Democrat"
"5420",1,"MO","White",-0.5,"50-59","4-Year College","Republican"
"5421",1,"FL","White",0.5,"70+","HS","Independent"
"5422",0,"NY","White",0.5,"50-59","No HS","Republican"
"5423",0,"NC","White",-0.5,"40-49","Some college","Independent"
